curso_academico,Muy_densa,Densa,Moderadamente_densa,Poco_densa,Muy_poco_densa,uva,ucm,uam,uc3m,urjc,total_matriculados,total_poblacion,num_colegios,y
2018,0,0,0,1,0,1,0,0,0,0,3976.0,10047963,3199,4190.0
2018,0,0,0,1,0,1,1,1,1,1,24874.0,10047963,3199,25841.0
2018,0,0,1,0,0,0,0,0,0,1,9357.0,10667128,2641,10004.0
2018,0,0,1,0,0,0,0,0,1,0,6293.0,10667128,2641,6633.0
2018,0,0,1,0,0,0,0,1,0,0,6381.0,10667128,2641,6408.0
2018,0,0,1,0,0,0,1,0,0,0,14484.0,10667128,2641,14743.0
2018,0,0,1,0,0,1,0,0,0,0,4847.0,10667128,2641,4698.0
2018,0,0,1,0,0,1,1,1,1,1,41362.0,10667128,2641,42486.0
2018,0,1,0,0,0,0,0,0,0,1,12817.0,10308251,2861,13332.0
2018,0,1,0,0,0,0,0,0,1,0,6154.0,10308251,2861,6327.0
2018,0,1,0,0,0,0,0,1,0,0,5033.0,10308251,2861,5108.0
2018,0,1,0,0,0,0,1,0,0,0,11286.0,10308251,2861,11559.0
2018,0,1,0,0,0,1,0,0,0,0,8733.0,10308251,2861,8667.0
2018,0,1,0,0,0,1,1,1,1,1,44023.0,10308251,2861,44993.0
2018,1,0,0,0,0,0,0,0,0,1,16196.0,7600910,1528,16999.0
2018,1,0,0,0,0,0,0,0,1,0,8125.0,7600910,1528,8330.0
2018,1,0,0,0,0,0,0,1,0,0,13349.0,7600910,1528,13341.0
2018,1,0,0,0,0,0,1,0,0,0,28467.0,7600910,1528,28461.0
2018,1,0,0,0,0,1,0,0,0,0,299.0,7600910,1528,343.0
2018,1,0,0,0,0,1,1,1,1,1,66436.0,7600910,1528,67474.0
2019,0,0,0,0,1,0,0,0,0,1,3151.0,5360602,3696,2805.0
2019,0,0,0,0,1,0,0,0,1,0,1079.0,5360602,3696,1052.0
2019,0,0,0,0,1,0,0,1,0,0,1167.0,5360602,3696,1188.0
2019,0,0,0,0,1,0,1,0,0,0,3897.0,5360602,3696,3737.0
2019,0,0,0,0,1,1,0,0,0,0,3741.0,5360602,3696,3927.0
2019,0,0,0,0,1,1,1,1,1,1,13035.0,5360602,3696,12709.0
2019,0,0,0,1,0,0,0,0,0,1,6095.0,10054456,3168,5444.0
2019,0,0,0,1,0,0,0,0,1,0,3133.0,10054456,3168,3190.0
2019,0,0,0,1,0,0,0,1,0,0,3341.0,10054456,3168,3377.0
2019,0,0,0,1,0,0,1,0,0,0,9082.0,10054456,3168,9032.0
2019,0,0,0,1,0,1,0,0,0,0,4190.0,10054456,3168,4353.0
2019,0,0,0,1,0,1,1,1,1,1,25841.0,10054456,3168,25396.0
2019,0,0,1,0,0,0,0,0,0,1,10004.0,10684226,2607,9788.0
2019,0,0,1,0,0,0,0,0,1,0,6633.0,10684226,2607,6870.0
2019,0,0,1,0,0,0,0,1,0,0,6408.0,10684226,2607,6640.0
2019,0,0,1,0,0,0,1,0,0,0,14743.0,10684226,2607,15088.0
2019,0,0,1,0,0,1,0,0,0,0,4698.0,10684226,2607,4491.0
2019,0,0,1,0,0,1,1,1,1,1,42486.0,10684226,2607,42877.0
2019,0,1,0,0,0,0,0,0,0,1,13332.0,10277255,2911,12092.0
2019,0,1,0,0,0,0,0,0,1,0,6327.0,10277255,2911,6477.0
2019,0,1,0,0,0,0,0,1,0,0,5108.0,10277255,2911,5142.0
2019,0,1,0,0,0,0,1,0,0,0,11559.0,10277255,2911,11673.0
2019,0,1,0,0,0,1,0,0,0,0,8667.0,10277255,2911,8672.0
2019,0,1,0,0,0,1,1,1,1,1,44993.0,10277255,2911,44056.0
2019,1,0,0,0,0,0,0,0,0,1,16999.0,7562024,1526,15566.0
2019,1,0,0,0,0,0,0,0,1,0,8330.0,7562024,1526,8393.0
2019,1,0,0,0,0,0,0,1,0,0,13341.0,7562024,1526,13612.0
2019,1,0,0,0,0,0,1,0,0,0,28461.0,7562024,1526,28449.0
2019,1,0,0,0,0,1,0,0,0,0,343.0,7562024,1526,378.0
2019,1,0,0,0,0,1,1,1,1,1,67474.0,7562024,1526,66398.0
2020,0,0,0,0,1,0,0,0,0,1,2805.0,5333546,3676,2692.0
2020,0,0,0,0,1,0,0,0,1,0,1052.0,5333546,3676,1070.0
2020,0,0,0,0,1,0,0,1,0,0,1188.0,5333546,3676,1213.0
2020,0,0,0,0,1,0,1,0,0,0,3737.0,5333546,3676,3626.0
2020,0,0,0,0,1,1,0,0,0,0,3927.0,5333546,3676,4023.0
2020,0,0,0,0,1,1,1,1,1,1,12709.0,5333546,3676,12624.0
2020,0,0,0,1,0,0,0,0,0,1,5444.0,9922831,3164,5746.0
2020,0,0,0,1,0,0,0,0,1,0,3190.0,9922831,3164,3195.0
2020,0,0,0,1,0,0,0,1,0,0,3377.0,9922831,3164,3484.0
2020,0,0,0,1,0,0,1,0,0,0,9032.0,9922831,3164,8630.0
2020,0,0,0,1,0,1,0,0,0,0,4353.0,9922831,3164,4493.0
2020,0,0,0,1,0,1,1,1,1,1,25396.0,9922831,3164,25548.0
2020,0,0,1,0,0,0,0,0,0,1,9788.0,10722614,2605,9719.0
2020,0,0,1,0,0,0,0,0,1,0,6870.0,10722614,2605,6700.0
2020,0,0,1,0,0,0,0,1,0,0,6640.0,10722614,2605,6683.0
2020,0,0,1,0,0,0,1,0,0,0,15088.0,10722614,2605,14591.0
2020,0,0,1,0,0,1,0,0,0,0,4491.0,10722614,2605,4584.0
2020,0,0,1,0,0,1,1,1,1,1,42877.0,10722614,2605,42277.0
2020,0,1,0,0,0,0,0,0,0,1,12092.0,10134822,2909,12351.0
2020,0,1,0,0,0,0,0,0,1,0,6477.0,10134822,2909,6525.0
2020,0,1,0,0,0,0,0,1,0,0,5142.0,10134822,2909,5182.0
2020,0,1,0,0,0,0,1,0,0,0,11673.0,10134822,2909,11637.0
2020,0,1,0,0,0,1,0,0,0,0,8672.0,10134822,2909,8682.0
2020,0,1,0,0,0,1,1,1,1,1,44056.0,10134822,2909,44377.0
2020,1,0,0,0,0,0,0,0,0,1,15566.0,7483692,1529,15517.0
2020,1,0,0,0,0,0,0,0,1,0,8393.0,7483692,1529,7984.0
2020,1,0,0,0,0,0,0,1,0,0,13612.0,7483692,1529,13362.0
2020,1,0,0,0,0,0,1,0,0,0,28449.0,7483692,1529,27209.0
2020,1,0,0,0,0,1,0,0,0,0,378.0,7483692,1529,377.0
2020,1,0,0,0,0,1,1,1,1,1,66398.0,7483692,1529,64449.0
2021,0,0,0,0,1,0,0,0,0,1,2692.0,5304434,3667,2643.0
2021,0,0,0,0,1,0,0,0,1,0,1070.0,5304434,3667,1074.0
2021,0,0,0,0,1,0,0,1,0,0,1213.0,5304434,3667,1183.0
2021,0,0,0,0,1,0,1,0,0,0,3626.0,5304434,3667,3361.0
2021,0,0,0,0,1,1,0,0,0,0,4023.0,5304434,3667,3779.0
2021,0,0,0,0,1,1,1,1,1,1,12624.0,5304434,3667,12040.0
2021,0,0,0,1,0,0,0,0,0,1,5746.0,9934784,3170,5529.0
2021,0,0,0,1,0,0,0,0,1,0,3195.0,9934784,3170,3199.0
2021,0,0,0,1,0,0,0,1,0,0,3484.0,9934784,3170,3565.0
2021,0,0,0,1,0,0,1,0,0,0,8630.0,9934784,3170,8333.0
2021,0,0,0,1,0,1,0,0,0,0,4493.0,9934784,3170,4875.0
2021,0,0,0,1,0,1,1,1,1,1,25548.0,9934784,3170,25501.0
2021,0,0,1,0,0,0,0,0,0,1,9719.0,10655251,2606,9478.0
2021,0,0,1,0,0,0,0,0,1,0,6700.0,10655251,2606,6763.0
2021,0,0,1,0,0,0,0,1,0,0,6683.0,10655251,2606,6734.0
2021,0,0,1,0,0,0,1,0,0,0,14591.0,10655251,2606,13889.0
2021,0,0,1,0,0,1,0,0,0,0,4584.0,10655251,2606,4414.0
2021,0,0,1,0,0,1,1,1,1,1,42277.0,10655251,2606,41278.0
2021,0,1,0,0,0,0,0,0,0,1,12351.0,10103315,2907,12263.0
2021,0,1,0,0,0,0,0,0,1,0,6525.0,10103315,2907,6606.0
2021,0,1,0,0,0,0,0,1,0,0,5182.0,10103315,2907,5099.0
2021,0,1,0,0,0,0,1,0,0,0,11637.0,10103315,2907,11279.0
2021,0,1,0,0,0,1,0,0,0,0,8682.0,10103315,2907,8528.0
2021,0,1,0,0,0,1,1,1,1,1,44377.0,10103315,2907,43775.0
2021,1,0,0,0,0,0,0,0,0,1,15517.0,7460696,1538,14272.0
2021,1,0,0,0,0,0,0,0,1,0,7984.0,7460696,1538,8036.0
2021,1,0,0,0,0,0,0,1,0,0,13362.0,7460696,1538,13276.0
2021,1,0,0,0,0,0,1,0,0,0,27209.0,7460696,1538,26441.0
2021,1,0,0,0,0,1,0,0,0,0,377.0,7460696,1538,398.0
2021,1,0,0,0,0,1,1,1,1,1,64449.0,7460696,1538,62423.0
