curso_academico,Muy_densa,Densa,Moderadamente_densa,Poco_densa,Muy_poco_densa,uva,ucm,uam,uc3m,urjc,total_matriculados,total_poblacion,num_colegios,y
2022,0,0,0,0,1,0,0,0,1,0,1074,5251051,3650,
2022,0,0,0,0,1,0,0,1,0,0,1183,5251051,3650,
2022,0,0,0,0,1,0,1,0,0,0,3361,5251051,3650,
2022,0,0,0,0,1,1,0,0,0,0,3779,5251051,3650,
2022,0,0,0,0,1,1,1,1,1,1,12040,5251051,3650,
2022,0,0,0,1,0,0,0,0,0,1,5529,9915568,3124,
2022,0,0,0,1,0,0,0,0,1,0,3199,9915568,3124,
2022,0,0,0,1,0,0,0,1,0,0,3565,9915568,3124,
2022,0,0,0,1,0,0,1,0,0,0,8333,9915568,3124,
2022,0,0,0,1,0,1,0,0,0,0,4875,9915568,3124,
2022,0,0,0,1,0,1,1,1,1,1,25501,9915568,3124,
2022,0,0,1,0,0,0,0,0,0,1,9478,10649189,2601,
2022,0,0,1,0,0,0,0,0,1,0,6763,10649189,2601,
2022,0,0,1,0,0,0,0,1,0,0,6734,10649189,2601,
2022,0,0,1,0,0,0,1,0,0,0,13889,10649189,2601,
2022,0,0,1,0,0,1,0,0,0,0,4414,10649189,2601,
2022,0,0,1,0,0,1,1,1,1,1,41278,10649189,2601,
2022,0,1,0,0,0,0,0,0,0,1,12263,10093809,2950,
2022,0,1,0,0,0,0,0,0,1,0,6606,10093809,2950,
2022,0,1,0,0,0,0,0,1,0,0,5099,10093809,2950,
2022,0,1,0,0,0,0,1,0,0,0,11279,10093809,2950,
2022,0,1,0,0,0,1,0,0,0,0,8528,10093809,2950,
2022,0,1,0,0,0,1,1,1,1,1,43775,10093809,2950,
2022,1,0,0,0,0,0,0,0,0,1,14272,7485171,1539,
2022,1,0,0,0,0,0,0,0,1,0,8036,7485171,1539,
2022,1,0,0,0,0,0,0,1,0,0,13276,7485171,1539,
2022,1,0,0,0,0,0,1,0,0,0,26441,7485171,1539,
2022,1,0,0,0,0,1,0,0,0,0,398,7485171,1539,
2022,1,0,0,0,0,1,1,1,1,1,62423,7485171,1539,
